tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,extra,mta_tax,improvement_surcharge,total_amount,congestion_surcharge,trip_duration,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude
2024-10-17 00:32:06,2024-10-17 00:44:04,2.0,3.31,161,75,16.3,1.0,0.5,1.0,21.3,2.5,718.0,40.75802804352629,-73.97769793122407,40.7900107514954,-73.94575026755157
2024-10-17 00:33:14,2024-10-17 00:52:20,1.0,5.93,161,42,28.2,1.0,0.5,1.0,33.2,2.5,1146.0,40.75802804352629,-73.97769793122407,40.81825786111925,-73.94077166756267
2024-10-17 00:33:56,2024-10-17 00:43:14,1.0,2.24,161,90,12.1,1.0,0.5,1.0,21.38,2.5,558.0,40.75802804352629,-73.97769793122407,40.74227862901229,-73.99697141558367
2024-10-17 00:34:13,2024-10-17 00:48:49,2.0,2.97,161,68,17.0,1.0,0.5,1.0,26.4,2.5,876.0,40.75802804352629,-73.97769793122407,40.74842755506573,-73.99991742024713
2024-10-17 00:34:19,2024-10-17 00:39:55,1.0,0.7,161,142,6.5,3.5,0.5,1.0,13.8,2.5,336.0,40.75802804352629,-73.97769793122407,40.77363329302708,-73.98153220639182
2024-10-17 00:34:51,2024-10-17 00:55:01,1.0,3.72,161,145,21.9,1.0,0.5,1.0,32.28,2.5,1210.0,40.75802804352629,-73.97769793122407,40.74537943399848,-73.94889145447944
2024-10-17 00:35:46,2024-10-17 00:43:08,1.0,0.9,161,164,7.9,3.5,0.5,1.0,13.9,2.5,442.0,40.75802804352629,-73.97769793122407,40.748574629356725,-73.98515639467682
2024-10-17 00:37:43,2024-10-17 00:46:57,1.0,1.64,161,246,10.7,1.0,0.5,1.0,16.7,2.5,554.0,40.75802804352629,-73.97769793122407,40.753309065983466,-74.00401512528673
2024-10-17 00:37:51,2024-10-17 01:03:45,1.0,8.85,161,40,40.1,1.0,0.5,1.0,47.1,2.5,1554.0,40.75802804352629,-73.97769793122407,40.6791990140971,-73.99595619089148
2024-10-17 00:37:51,2024-10-17 00:47:49,1.0,1.61,161,142,11.4,1.0,0.5,1.0,16.4,2.5,598.0,40.75802804352629,-73.97769793122407,40.77363329302708,-73.98153220639182
2024-10-17 00:38:00,2024-10-17 00:49:41,1.0,2.1,161,246,13.5,1.0,0.5,1.0,22.2,2.5,701.0,40.75802804352629,-73.97769793122407,40.753309065983466,-74.00401512528673
2024-10-17 00:39:18,2024-10-17 00:46:02,1.0,1.97,161,234,13.58,0.0,0.5,1.0,20.22,2.5,404.0,40.75802804352629,-73.97769793122407,40.74033744175701,-73.99045782354736
2024-10-17 00:39:57,2024-10-17 00:52:14,3.0,1.81,161,229,12.8,1.0,0.5,1.0,17.8,2.5,737.0,40.75802804352629,-73.97769793122407,40.75672894163307,-73.96514579918423
2024-10-17 00:42:51,2024-10-17 00:49:01,1.0,0.82,161,43,7.9,1.0,0.5,1.0,12.9,2.5,370.0,40.75802804352629,-73.97769793122407,40.782478099747884,-73.9655535654591
2024-10-17 00:44:00,2024-10-17 00:52:44,1.0,0.77,161,229,9.3,1.0,0.5,1.0,17.16,2.5,524.0,40.75802804352629,-73.97769793122407,40.75672894163307,-73.96514579918423
2024-10-17 00:45:17,2024-10-17 01:10:19,1.0,10.3,161,47,43.6,1.0,0.5,1.0,48.6,2.5,1502.0,40.75802804352629,-73.97769793122407,40.842749176097996,-73.90031590586489
2024-10-17 00:45:33,2024-10-17 01:10:14,1.0,5.44,161,223,27.5,1.0,0.5,1.0,40.62,2.5,1481.0,40.75802804352629,-73.97769793122407,40.777426920532754,-73.9054077340983
2024-10-17 00:45:38,2024-10-17 01:23:23,1.0,17.4,161,132,70.0,0.0,0.5,1.0,83.44,2.5,2265.0,40.75802804352629,-73.97769793122407,40.64698489239528,-73.78653298335001
2024-10-17 00:45:42,2024-10-17 01:20:27,1.0,9.6,161,181,45.7,3.5,0.5,1.0,63.35,2.5,2085.0,40.75802804352629,-73.97769793122407,40.67037432591724,-73.98141374048754
2024-10-17 00:52:52,2024-10-17 01:03:43,1.0,2.09,161,186,12.8,1.0,0.5,1.0,17.8,2.5,651.0,40.75802804352629,-73.97769793122407,40.748497181405014,-73.9924375369761
2024-10-17 00:53:00,2024-10-17 01:13:04,1.0,3.31,161,74,21.2,1.0,0.5,1.0,26.2,2.5,1204.0,40.75802804352629,-73.97769793122407,40.80116948058648,-73.93734560812489
2024-10-17 00:53:31,2024-10-17 01:13:03,1.0,4.1,161,79,19.49,0.0,0.5,1.0,23.49,2.5,1172.0,40.75802804352629,-73.97769793122407,40.72762019590954,-73.98593745682462
2024-10-17 00:54:32,2024-10-17 01:04:08,1.0,2.05,161,140,12.08,0.0,0.5,1.0,16.08,2.5,576.0,40.75802804352629,-73.97769793122407,40.76548408788984,-73.95473878380501
